0.45922529871498297,Average Class Size
0.1885293313692523,Percent of Students with High Needs
0.08388489575577282,Percent of Foreign Born Population born in Latin America
0.06916067870429309,School Accountability and Assistance Level
0.03236145217193595,Percent of Student whose First Language is Not English
0.03088054020178599,District Accountability and Assistance Level
0.024942051704268848,School Type
0.011677617671504562,Percent of Population with English Ancestry
0.011348687240655115,District Accountability and Assistance Level
0.011100078013722457,"Percent of Employed Civilians in Arts, Entertainment and Recreation or Accomodation and Food Services Industry"
