0.6613578222101558,Percent of Students with High Needs
0.09552843874925551,Percent of students who are Male
0.05952230942757642,Number of Students Enrolled in Grade 11
0.027233637715052734,Percent of Students who are Asian
0.02252832931082388,Percent of Families with all Parents In Labor Force
0.017001657044603543,Percent of Students who are Economically Disadvantaged
0.016979933972712788,Number of Students Enrolled in SP
0.01552921189759563,Percent of Population with Dutch Ancestry
0.007685883643245874,"Percent of Families with an Income between $35,000 and $49,999"
0.006903236873115913,Percent of Students with Disabilities
