0.44315624488958305,Percent of Students with High Needs
0.16775255366770464,Percent of Students who are Hispanic
0.12095381946266572,Percent of Students who are Asian
0.043009759839691124,Percent of Students with Disabilities
0.03801543773771946,Percent of Students who are Economically Disadvantaged
0.020562927229920452,Percent of students who are Male
0.01970792682770983,Percent of Population with Greek Ancestry
0.019560830339069364,Percent of Housing Units Lacking Complete Plumbing Facilities
0.013121636529263911,"Percent of Families with an Income between $150,000 and $199,999"
0.012087752451608622,Percent of Males over 16 that are Married
