0.5159264697908128,Percent of Students with High Needs
0.1124606751865293,Percent of Students who are Asian
0.107004295381525,Percent of Students who are Hispanic
0.04006311439748244,Percent of Students who are Economically Disadvantaged
0.025182936134942834,Average Expenditures per Pupil
0.021738155840801507,Percent of Population over 25 whose highest level of education is an Associate's Degree
0.018015550295395248,Percent of Population with French Ancestry
0.01582770815683024,Percent of Non-Mortagaged Owners with Housing Costs between 20% and 24.9% of Household Income
0.013908604371714189,District Accountability and Assistance Level
0.013781510970578071,Number of Students Enrolled in Grade 9
