0.5394948303489914,Percent of Students who are Economically Disadvantaged
0.09280452651294305,Percent of Students who are African American
0.061928163394222746,School Accountability and Assistance Level
0.03748372725967416,Number of Students Enrolled in Grade 2
0.035833993340300296,School Accountability and Assistance Level
0.034742859412313094,Percent of Population Aged between 35 and 44 years
0.030775497399596962,"Percent of Employed Civilians in Arts, Entertainment and Recreation or Accomodation and Food Services Industry"
0.027965579433436263,Percent of Students with High Needs
0.018389147642961193,"Percent of Multi-Racial, Non-Hispanic Students"
0.016929295778834234,Average Class Size
