0.648426811772243,Percent of Students with High Needs
0.07868362098375133,Number of Students Enrolled in Grade 9
0.0682672915287806,Percent of Students who are Economically Disadvantaged
0.04164345958420777,Total Number of Students Enrolled
0.040017899222421084,Number of Students Enrolled in Grade 10
0.018147205085195215,Average Class Size
0.018062349837896435,Percent of Population with Swedish Ancestry
0.011646674575461875,Percent of students who are Male
0.010738299810499738,Percent of Mortaged Owners with Housing costs less than 20% of Household Income
0.010707742148348728,Percent of Households that consist of a Male with no Wife Present and Children Aged Under 18
