0.8382734795262027,Percent of Students with High Needs
0.05198056097965989,Percent of Students with Disabilities
0.025337386368687237,Percent of Population over 25 whose highest level of education is Some College
0.02352966973555506,Percent of Mortgaged Owners with Housing Costs between 30% and 34.9% of Household Income
0.01910326823576336,Percent of Students who are Native American
0.007017440743619449,Percent of Students who are Economically Disadvantaged
0.006510990472185134,Percent of students who are Male
0.0060730881409734585,Number of Students Enrolled in Grade 6
0.00506005255233742,Percent of Foreign Born Population born in Northern America
0.004216795473759655,Percent of N0n-Mortagaged Owners with Housing Costs between 15% and 19.9% of Household Income
