0.6797660345938895,Percent of Students who are Economically Disadvantaged
0.06179065530693808,Percent of Foreign Born Population born in Europe
0.04146910760126475,Percent of Students with Disabilities
0.026082584192669747,Percent of Housing Units with an Occupant per Room Ratio above 1.51
0.02138234068171485,Percent of Households that consist of a Male with no Wife Present and Children Aged Under 18
0.017826333258930592,Total Population
0.01290630949082794,School Accountability and Assistance Level
0.011935822750800133,Percent of Students with High Needs
0.011691736221024368,"Percent of Families with an Income between $100,000 and $149,999"
0.011475903716156866,Percent of Renters with a Gross Rent between 15% and 19.9%  percent of Household Income
