0.41763550108109665,Percent of Students who are Economically Disadvantaged
0.1464652103779398,Percent of Population with Italian Ancestry
0.07697493284808277,Percent of Students with High Needs
0.07072684379143108,Percent of Students with Disabilities
0.05402983015012148,Average Class Size
0.047378615767724175,Number of Students Enrolled in PK
0.025755735059559755,Number of Students Enrolled in Grade 1
0.018217018891308785,Percent of Students who are English Language Learners
0.017310218486211282,Percent of Students who are White
0.01414261089824884,Percent of Population Aged between 55 and 59 years
