"Label","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Percent","","310","48.7%","51.3%","(X)","0.0%","7.7%","4.5%","3.9%","0.0%","19.4%","3.9%","28.1%","2.6%","10.0%","14.8%","4.2%","1.0%","(X)","16.1%","87.7%","83.9%","83.9%","26.8%","20.0%","260","52.7%","47.3%","(X)","62","54.8%","45.2%","(X)","","310","100.0%","0.0%","100.0%","89.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","11.0%","0.0%","0.0%","0.0%","0.0%","11.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","310","89.0%","0.0%","0.0%","11.0%","0.0%","0.0%","","310","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","89.0%","0.0%","0.0%","11.0%","0.0%","0.0%","0.0%","0.0%","0.0%","(X)","","260","52.7%","47.3%"
"Malden city, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","61,212","29,168","32,044","91.0","3,128","3,445","3,394","2,288","4,988","12,997","8,489","7,854","4,324","2,990","4,101","2,293","921","35.3","11,495","50,820","49,717","48,162","9,144","7,315","49,717","23,614","26,103","90.5","7,315","2,971","4,344","68.4","","61,212","59,142","2,070","59,142","32,666","10,404","54","0","0","0","8","14,465","2,311","7,870","279","138","317","1,923","1,627","27","27","0","0","0","1,526","2,070","708","150","566","58","","61,212","34,234","11,465","374","15,422","157","1,760","","61,212","5,715","620","648","225","4,222","55,497","28,548","9,986","54","14,463","27","663","1,756","197","1,559","24,367","","36,536","17,056","19,480"
"    Percent","","61,212","47.7%","52.3%","(X)","5.1%","5.6%","5.5%","3.7%","8.1%","21.2%","13.9%","12.8%","7.1%","4.9%","6.7%","3.7%","1.5%","(X)","18.8%","83.0%","81.2%","78.7%","14.9%","12.0%","49,717","47.5%","52.5%","(X)","7,315","40.6%","59.4%","(X)","","61,212","96.6%","3.4%","96.6%","53.4%","17.0%","0.1%","0.0%","0.0%","0.0%","0.0%","23.6%","3.8%","12.9%","0.5%","0.2%","0.5%","3.1%","2.7%","0.0%","0.0%","0.0%","0.0%","0.0%","2.5%","3.4%","1.2%","0.2%","0.9%","0.1%","","61,212","55.9%","18.7%","0.6%","25.2%","0.3%","2.9%","","61,212","9.3%","1.0%","1.1%","0.4%","6.9%","90.7%","46.6%","16.3%","0.1%","23.6%","0.0%","1.1%","2.9%","0.3%","2.5%","(X)","","36,536","46.7%","53.3%"
"Mansfield Center CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","7,744","3,785","3,959","95.6","242","325","628","563","363","1,644","747","1,555","520","257","423","301","176","37.3","1,585","6,405","6,159","5,882","1,113","900","6,159","2,975","3,184","93.4","900","376","524","71.8","","7,744","7,434","310","7,434","7,067","225","0","0","0","0","0","110","44","0","21","0","0","0","45","0","0","0","0","0","32","310","203","0","91","0","","7,744","7,377","428","0","201","0","48","","7,744","431","0","194","0","237","7,313","6,664","217","0","110","0","12","310","16","294","3,364","","5,930","2,894","3,036"
"    Percent","","7,744","48.9%","51.1%","(X)","3.1%","4.2%","8.1%","7.3%","4.7%","21.2%","9.6%","20.1%","6.7%","3.3%","5.5%","3.9%","2.3%","(X)","20.5%","82.7%","79.5%","76.0%","14.4%","11.6%","6,159","48.3%","51.7%","(X)","900","41.8%","58.2%","(X)","","7,744","96.0%","4.0%","96.0%","91.3%","2.9%","0.0%","0.0%","0.0%","0.0%","0.0%","1.4%","0.6%","0.0%","0.3%","0.0%","0.0%","0.0%","0.6%","0.0%","0.0%","0.0%","0.0%","0.0%","0.4%","4.0%","2.6%","0.0%","1.2%","0.0%","","7,744","95.3%","5.5%","0.0%","2.6%","0.0%","0.6%","","7,744","5.6%","0.0%","2.5%","0.0%","3.1%","94.4%","86.1%","2.8%","0.0%","1.4%","0.0%","0.2%","4.0%","0.2%","3.8%","(X)","","5,930","48.8%","51.2%"
"Marblehead CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","20,393","9,492","10,901","87.1","866","1,328","1,709","1,339","424","903","2,600","3,246","1,978","1,504","2,438","1,474","584","47.8","4,847","16,213","15,546","15,083","5,563","4,496","15,546","7,100","8,446","84.1","4,496","2,025","2,471","82.0","","20,393","20,240","153","20,240","19,461","350","0","0","0","0","0","321","38","86","0","11","65","36","85","0","0","0","0","0","108","153","27","23","93","0","","20,393","19,614","377","23","414","0","118","","20,393","707","210","134","89","274","19,686","18,898","281","0","321","0","43","143","0","143","8,853","","14,791","6,668","8,123"
"    Percent","","20,393","46.5%","53.5%","(X)","4.2%","6.5%","8.4%","6.6%","2.1%","4.4%","12.7%","15.9%","9.7%","7.4%","12.0%","7.2%","2.9%","(X)","23.8%","79.5%","76.2%","74.0%","27.3%","22.0%","15,546","45.7%","54.3%","(X)","4,496","45.0%","55.0%","(X)","","20,393","99.2%","0.8%","99.2%","95.4%","1.7%","0.0%","0.0%","0.0%","0.0%","0.0%","1.6%","0.2%","0.4%","0.0%","0.1%","0.3%","0.2%","0.4%","0.0%","0.0%","0.0%","0.0%","0.0%","0.5%","0.8%","0.1%","0.1%","0.5%","0.0%","","20,393","96.2%","1.8%","0.1%","2.0%","0.0%","0.6%","","20,393","3.5%","1.0%","0.7%","0.4%","1.3%","96.5%","92.7%","1.4%","0.0%","1.6%","0.0%","0.2%","0.7%","0.0%","0.7%","(X)","","14,791","45.1%","54.9%"
"Marion Center CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,195","478","717","66.7","9","76","86","106","49","47","131","123","43","95","233","107","90","50.7","272","996","923","916","477","430","923","339","584","58.0","430","132","298","44.3","","1,195","1,177","18","1,177","1,108","61","0","0","0","0","0","8","0","0","0","0","8","0","0","0","0","0","0","0","0","18","0","0","18","0","","1,195","1,126","61","0","26","0","0","","1,195","3","0","0","0","3","1,192","1,106","60","0","8","0","0","18","0","18","520","","914","330","584"
"    Percent","","1,195","40.0%","60.0%","(X)","0.8%","6.4%","7.2%","8.9%","4.1%","3.9%","11.0%","10.3%","3.6%","7.9%","19.5%","9.0%","7.5%","(X)","22.8%","83.3%","77.2%","76.7%","39.9%","36.0%","923","36.7%","63.3%","(X)","430","30.7%","69.3%","(X)","","1,195","98.5%","1.5%","98.5%","92.7%","5.1%","0.0%","0.0%","0.0%","0.0%","0.0%","0.7%","0.0%","0.0%","0.0%","0.0%","0.7%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.5%","0.0%","0.0%","1.5%","0.0%","","1,195","94.2%","5.1%","0.0%","2.2%","0.0%","0.0%","","1,195","0.3%","0.0%","0.0%","0.0%","0.3%","99.7%","92.6%","5.0%","0.0%","0.7%","0.0%","0.0%","1.5%","0.0%","1.5%","(X)","","914","36.1%","63.9%"
"Marlborough city, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","39,771","19,005","20,766","91.5","2,723","2,120","2,140","2,186","2,110","6,129","5,224","6,450","2,846","2,283","3,569","1,344","647","39.5","8,333","32,330","31,438","30,216","6,982","5,560","31,438","15,149","16,289","93.0","5,560","2,386","3,174","75.2","","39,771","36,620","3,151","36,620","31,186","1,062","39","0","0","0","0","2,146","1,182","465","57","24","0","99","319","0","0","0","0","0","2,187","3,151","2,294","111","141","14","","39,771","34,234","3,413","263","2,358","0","2,760","","39,771","5,156","1,353","1,215","32","2,556","34,615","29,020","1,054","39","2,146","0","595","1,761","262","1,499","16,710","","25,814","12,246","13,568"
"    Percent","","39,771","47.8%","52.2%","(X)","6.8%","5.3%","5.4%","5.5%","5.3%","15.4%","13.1%","16.2%","7.2%","5.7%","9.0%","3.4%","1.6%","(X)","21.0%","81.3%","79.0%","76.0%","17.6%","14.0%","31,438","48.2%","51.8%","(X)","5,560","42.9%","57.1%","(X)","","39,771","92.1%","7.9%","92.1%","78.4%","2.7%","0.1%","0.0%","0.0%","0.0%","0.0%","5.4%","3.0%","1.2%","0.1%","0.1%","0.0%","0.2%","0.8%","0.0%","0.0%","0.0%","0.0%","0.0%","5.5%","7.9%","5.8%","0.3%","0.4%","0.0%","","39,771","86.1%","8.6%","0.7%","5.9%","0.0%","6.9%","","39,771","13.0%","3.4%","3.1%","0.1%","6.4%","87.0%","73.0%","2.7%","0.1%","5.4%","0.0%","1.5%","4.4%","0.7%","3.8%","(X)","","25,814","47.4%","52.6%"
"Marshfield CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,744","2,146","2,598","82.6","227","526","372","233","268","322","743","729","383","234","392","185","130","41.1","1,224","3,585","3,520","3,370","880","707","3,520","1,565","1,955","80.1","707","305","402","75.9","","4,744","4,705","39","4,705","4,559","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","144","39","0","4","0","0","","4,744","4,598","2","4","0","0","179","","4,744","127","79","30","0","18","4,617","4,432","2","0","0","0","144","39","35","4","1,859","","3,382","1,509","1,873"
"    Percent","","4,744","45.2%","54.8%","(X)","4.8%","11.1%","7.8%","4.9%","5.6%","6.8%","15.7%","15.4%","8.1%","4.9%","8.3%","3.9%","2.7%","(X)","25.8%","75.6%","74.2%","71.0%","18.5%","14.9%","3,520","44.5%","55.5%","(X)","707","43.1%","56.9%","(X)","","4,744","99.2%","0.8%","99.2%","96.1%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","3.0%","0.8%","0.0%","0.1%","0.0%","0.0%","","4,744","96.9%","0.0%","0.1%","0.0%","0.0%","3.8%","","4,744","2.7%","1.7%","0.6%","0.0%","0.4%","97.3%","93.4%","0.0%","0.0%","0.0%","0.0%","3.0%","0.8%","0.7%","0.1%","(X)","","3,382","44.6%","55.4%"
"Marshfield Hills CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,465","1,089","1,376","79.1","181","83","112","312","89","103","264","554","214","170","352","31","0","48.0","486","2,075","1,979","1,701","493","383","1,979","829","1,150","72.1","383","170","213","79.8","","2,465","2,443","22","2,443","2,349","0","34","0","0","0","34","60","0","39","0","0","21","0","0","0","0","0","0","0","0","22","0","0","0","0","","2,465","2,371","0","34","82","22","0","","2,465","0","0","0","0","0","2,465","2,349","0","34","60","0","0","22","0","22","908","","1,979","829","1,150"
"    Percent","","2,465","44.2%","55.8%","(X)","7.3%","3.4%","4.5%","12.7%","3.6%","4.2%","10.7%","22.5%","8.7%","6.9%","14.3%","1.3%","0.0%","(X)","19.7%","84.2%","80.3%","69.0%","20.0%","15.5%","1,979","41.9%","58.1%","(X)","383","44.4%","55.6%","(X)","","2,465","99.1%","0.9%","99.1%","95.3%","0.0%","1.4%","0.0%","0.0%","0.0%","1.4%","2.4%","0.0%","1.6%","0.0%","0.0%","0.9%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.9%","0.0%","0.0%","0.0%","0.0%","","2,465","96.2%","0.0%","1.4%","3.3%","0.9%","0.0%","","2,465","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","95.3%","0.0%","1.4%","2.4%","0.0%","0.0%","0.9%","0.0%","0.9%","(X)","","1,979","41.9%","58.1%"
"Mashpee Neck CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","846","426","420","101.4","67","18","39","92","0","64","62","222","22","43","161","48","8","48.0","186","702","660","630","233","217","660","286","374","76.5","217","86","131","65.6","","846","803","43","803","759","7","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","43","26","0","17","0","","846","802","33","12","17","0","25","","846","37","0","0","0","37","809","759","7","0","0","0","0","43","0","43","538","","615","259","356"
"    Percent","","846","50.4%","49.6%","(X)","7.9%","2.1%","4.6%","10.9%","0.0%","7.6%","7.3%","26.2%","2.6%","5.1%","19.0%","5.7%","0.9%","(X)","22.0%","83.0%","78.0%","74.5%","27.5%","25.7%","660","43.3%","56.7%","(X)","217","39.6%","60.4%","(X)","","846","94.9%","5.1%","94.9%","89.7%","0.8%","1.4%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","3.0%","5.1%","3.1%","0.0%","2.0%","0.0%","","846","94.8%","3.9%","1.4%","2.0%","0.0%","3.0%","","846","4.4%","0.0%","0.0%","0.0%","4.4%","95.6%","89.7%","0.8%","0.0%","0.0%","0.0%","0.0%","5.1%","0.0%","5.1%","(X)","","615","42.1%","57.9%"
"Mattapoisett Center CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,561","1,637","1,924","85.1","118","156","198","295","300","236","225","619","312","364","437","173","128","50.1","631","3,078","2,930","2,794","918","738","2,930","1,311","1,619","81.0","738","358","380","94.2","","3,561","3,541","20","3,541","3,491","1","15","15","0","0","0","6","0","0","6","0","0","0","0","0","0","0","0","0","28","20","0","0","20","0","","3,561","3,511","1","15","26","0","28","","3,561","52","0","36","0","16","3,509","3,439","1","15","6","0","28","20","0","20","1,842","","2,930","1,311","1,619"
"    Percent","","3,561","46.0%","54.0%","(X)","3.3%","4.4%","5.6%","8.3%","8.4%","6.6%","6.3%","17.4%","8.8%","10.2%","12.3%","4.9%","3.6%","(X)","17.7%","86.4%","82.3%","78.5%","25.8%","20.7%","2,930","44.7%","55.3%","(X)","738","48.5%","51.5%","(X)","","3,561","99.4%","0.6%","99.4%","98.0%","0.0%","0.4%","0.4%","0.0%","0.0%","0.0%","0.2%","0.0%","0.0%","0.2%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.8%","0.6%","0.0%","0.0%","0.6%","0.0%","","3,561","98.6%","0.0%","0.4%","0.7%","0.0%","0.8%","","3,561","1.5%","0.0%","1.0%","0.0%","0.4%","98.5%","96.6%","0.0%","0.4%","0.2%","0.0%","0.8%","0.6%","0.0%","0.6%","(X)","","2,930","44.7%","55.3%"
"Maynard CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","10,560","5,319","5,241","101.5","764","590","615","464","314","1,467","1,229","1,734","1,135","607","924","511","206","43.6","2,216","8,476","8,344","8,073","2,071","1,641","8,344","4,042","4,302","94.0","1,641","736","905","81.3","","10,560","10,423","137","10,423","9,460","434","0","0","0","0","0","309","66","58","34","0","32","0","119","0","0","0","0","0","220","137","24","19","18","0","","10,560","9,554","501","19","327","0","296","","10,560","297","0","209","0","88","10,263","9,361","434","0","309","0","65","94","33","61","4,531","","7,889","3,841","4,048"
"    Percent","","10,560","50.4%","49.6%","(X)","7.2%","5.6%","5.8%","4.4%","3.0%","13.9%","11.6%","16.4%","10.7%","5.7%","8.8%","4.8%","2.0%","(X)","21.0%","80.3%","79.0%","76.4%","19.6%","15.5%","8,344","48.4%","51.6%","(X)","1,641","44.9%","55.1%","(X)","","10,560","98.7%","1.3%","98.7%","89.6%","4.1%","0.0%","0.0%","0.0%","0.0%","0.0%","2.9%","0.6%","0.5%","0.3%","0.0%","0.3%","0.0%","1.1%","0.0%","0.0%","0.0%","0.0%","0.0%","2.1%","1.3%","0.2%","0.2%","0.2%","0.0%","","10,560","90.5%","4.7%","0.2%","3.1%","0.0%","2.8%","","10,560","2.8%","0.0%","2.0%","0.0%","0.8%","97.2%","88.6%","4.1%","0.0%","2.9%","0.0%","0.6%","0.9%","0.3%","0.6%","(X)","","7,889","48.7%","51.3%"
"Medfield CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,590","3,286","3,304","99.5","439","547","503","415","330","373","835","920","755","467","575","296","135","44.1","1,760","4,977","4,830","4,632","1,208","1,006","4,830","2,257","2,573","87.7","1,006","468","538","87.0","","6,590","6,492","98","6,492","5,997","92","0","0","0","0","0","403","343","0","9","40","0","0","11","0","0","0","0","0","0","98","24","33","41","0","","6,590","6,095","116","33","444","0","0","","6,590","47","9","0","10","28","6,543","5,950","92","0","403","0","0","98","0","98","2,615","","4,593","2,141","2,452"
"    Percent","","6,590","49.9%","50.1%","(X)","6.7%","8.3%","7.6%","6.3%","5.0%","5.7%","12.7%","14.0%","11.5%","7.1%","8.7%","4.5%","2.0%","(X)","26.7%","75.5%","73.3%","70.3%","18.3%","15.3%","4,830","46.7%","53.3%","(X)","1,006","46.5%","53.5%","(X)","","6,590","98.5%","1.5%","98.5%","91.0%","1.4%","0.0%","0.0%","0.0%","0.0%","0.0%","6.1%","5.2%","0.0%","0.1%","0.6%","0.0%","0.0%","0.2%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.5%","0.4%","0.5%","0.6%","0.0%","","6,590","92.5%","1.8%","0.5%","6.7%","0.0%","0.0%","","6,590","0.7%","0.1%","0.0%","0.2%","0.4%","99.3%","90.3%","1.4%","0.0%","6.1%","0.0%","0.0%","1.5%","0.0%","1.5%","(X)","","4,593","46.6%","53.4%"
"Medford city, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","57,700","27,844","29,856","93.3","3,260","2,033","1,869","3,044","5,984","11,964","7,029","7,024","3,938","3,162","4,224","2,708","1,461","35.8","8,367","50,231","49,333","46,618","10,361","8,393","49,333","23,638","25,695","92.0","8,393","3,391","5,002","67.8","","57,700","55,877","1,823","55,877","44,497","5,022","83","0","0","0","0","5,586","790","3,078","240","276","348","321","533","23","23","0","0","0","666","1,823","523","65","730","95","","57,700","46,041","5,711","283","6,507","45","995","","57,700","3,050","403","730","72","1,845","54,650","42,207","4,941","40","5,586","0","302","1,574","243","1,331","23,580","","43,408","20,560","22,848"
"    Percent","","57,700","48.3%","51.7%","(X)","5.6%","3.5%","3.2%","5.3%","10.4%","20.7%","12.2%","12.2%","6.8%","5.5%","7.3%","4.7%","2.5%","(X)","14.5%","87.1%","85.5%","80.8%","18.0%","14.5%","49,333","47.9%","52.1%","(X)","8,393","40.4%","59.6%","(X)","","57,700","96.8%","3.2%","96.8%","77.1%","8.7%","0.1%","0.0%","0.0%","0.0%","0.0%","9.7%","1.4%","5.3%","0.4%","0.5%","0.6%","0.6%","0.9%","0.0%","0.0%","0.0%","0.0%","0.0%","1.2%","3.2%","0.9%","0.1%","1.3%","0.2%","","57,700","79.8%","9.9%","0.5%","11.3%","0.1%","1.7%","","57,700","5.3%","0.7%","1.3%","0.1%","3.2%","94.7%","73.1%","8.6%","0.1%","9.7%","0.0%","0.5%","2.7%","0.4%","2.3%","(X)","","43,408","47.4%","52.6%"
"Melrose city, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","28,132","13,483","14,649","92.0","2,040","1,466","1,179","1,398","1,655","3,576","4,403","4,307","1,966","1,581","2,576","1,343","642","40.5","5,766","23,028","22,366","21,702","5,584","4,561","22,366","10,667","11,699","91.2","4,561","1,746","2,815","62.0","","28,132","27,556","576","27,556","24,737","998","0","0","0","0","0","1,713","195","588","123","96","29","480","202","0","0","0","0","0","108","576","327","12","178","0","","28,132","25,301","1,348","43","1,911","16","120","","28,132","926","159","344","74","349","27,206","23,991","998","0","1,713","0","0","504","12","492","11,896","","20,927","9,909","11,018"
"    Percent","","28,132","47.9%","52.1%","(X)","7.3%","5.2%","4.2%","5.0%","5.9%","12.7%","15.7%","15.3%","7.0%","5.6%","9.2%","4.8%","2.3%","(X)","20.5%","81.9%","79.5%","77.1%","19.8%","16.2%","22,366","47.7%","52.3%","(X)","4,561","38.3%","61.7%","(X)","","28,132","98.0%","2.0%","98.0%","87.9%","3.5%","0.0%","0.0%","0.0%","0.0%","0.0%","6.1%","0.7%","2.1%","0.4%","0.3%","0.1%","1.7%","0.7%","0.0%","0.0%","0.0%","0.0%","0.0%","0.4%","2.0%","1.2%","0.0%","0.6%","0.0%","","28,132","89.9%","4.8%","0.2%","6.8%","0.1%","0.4%","","28,132","3.3%","0.6%","1.2%","0.3%","1.2%","96.7%","85.3%","3.5%","0.0%","6.1%","0.0%","0.0%","1.8%","0.0%","1.7%","(X)","","20,927","47.4%","52.6%"
"Methuen Town city, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
