"Label","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"Cordaville CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,766","1,395","1,371","101.8","174","252","302","212","110","133","399","541","356","125","92","47","23","39.7","862","1,991","1,904","1,807","248","162","1,904","940","964","97.5","162","55","107","51.4","","2,766","2,710","56","2,710","2,307","0","0","0","0","0","0","385","122","193","0","0","8","34","28","0","0","0","0","0","18","56","3","9","44","0","","2,766","2,363","3","9","429","0","18","","2,766","25","0","3","22","0","2,741","2,285","0","0","385","0","18","53","0","53","888","","1,844","909","935"
"    Percent","","2,766","50.4%","49.6%","(X)","6.3%","9.1%","10.9%","7.7%","4.0%","4.8%","14.4%","19.6%","12.9%","4.5%","3.3%","1.7%","0.8%","(X)","31.2%","72.0%","68.8%","65.3%","9.0%","5.9%","1,904","49.4%","50.6%","(X)","162","34.0%","66.0%","(X)","","2,766","98.0%","2.0%","98.0%","83.4%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","13.9%","4.4%","7.0%","0.0%","0.0%","0.3%","1.2%","1.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.7%","2.0%","0.1%","0.3%","1.6%","0.0%","","2,766","85.4%","0.1%","0.3%","15.5%","0.0%","0.7%","","2,766","0.9%","0.0%","0.1%","0.8%","0.0%","99.1%","82.6%","0.0%","0.0%","13.9%","0.0%","0.7%","1.9%","0.0%","1.9%","(X)","","1,844","49.3%","50.7%"
"Danvers CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","27,527","13,230","14,297","92.5","1,196","1,721","1,666","1,508","1,343","3,454","2,891","3,983","1,954","1,946","2,898","1,680","1,287","45.0","5,587","22,708","21,940","21,177","7,006","5,865","21,940","10,353","11,587","89.4","5,865","2,485","3,380","73.5","","27,527","27,099","428","27,099","25,848","319","15","0","0","0","0","612","177","55","46","29","87","152","66","0","0","0","0","0","305","428","147","80","75","0","","27,527","26,247","568","127","752","0","357","","27,527","1,174","176","171","36","791","26,353","24,984","304","15","612","0","10","428","41","387","11,102","","21,254","10,034","11,220"
"    Percent","","27,527","48.1%","51.9%","(X)","4.3%","6.3%","6.1%","5.5%","4.9%","12.5%","10.5%","14.5%","7.1%","7.1%","10.5%","6.1%","4.7%","(X)","20.3%","82.5%","79.7%","76.9%","25.5%","21.3%","21,940","47.2%","52.8%","(X)","5,865","42.4%","57.6%","(X)","","27,527","98.4%","1.6%","98.4%","93.9%","1.2%","0.1%","0.0%","0.0%","0.0%","0.0%","2.2%","0.6%","0.2%","0.2%","0.1%","0.3%","0.6%","0.2%","0.0%","0.0%","0.0%","0.0%","0.0%","1.1%","1.6%","0.5%","0.3%","0.3%","0.0%","","27,527","95.4%","2.1%","0.5%","2.7%","0.0%","1.3%","","27,527","4.3%","0.6%","0.6%","0.1%","2.9%","95.7%","90.8%","1.1%","0.1%","2.2%","0.0%","0.0%","1.6%","0.1%","1.4%","(X)","","21,254","47.2%","52.8%"
"Dedham CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","25,377","12,066","13,311","90.6","1,640","1,030","1,355","1,434","1,407","3,357","2,945","4,079","1,621","1,495","2,083","1,919","1,012","43.3","4,910","21,075","20,467","19,704","5,720","5,014","20,467","9,519","10,948","86.9","5,014","2,025","2,989","67.7","","25,377","24,814","563","24,814","21,305","2,184","58","0","0","0","0","664","224","139","52","117","0","33","99","0","0","0","0","0","603","563","36","50","175","29","","25,377","21,817","2,249","137","861","0","876","","25,377","2,118","106","402","34","1,576","23,259","19,921","1,975","38","664","0","223","438","200","238","10,246","","19,169","8,762","10,407"
"    Percent","","25,377","47.5%","52.5%","(X)","6.5%","4.1%","5.3%","5.7%","5.5%","13.2%","11.6%","16.1%","6.4%","5.9%","8.2%","7.6%","4.0%","(X)","19.3%","83.0%","80.7%","77.6%","22.5%","19.8%","20,467","46.5%","53.5%","(X)","5,014","40.4%","59.6%","(X)","","25,377","97.8%","2.2%","97.8%","84.0%","8.6%","0.2%","0.0%","0.0%","0.0%","0.0%","2.6%","0.9%","0.5%","0.2%","0.5%","0.0%","0.1%","0.4%","0.0%","0.0%","0.0%","0.0%","0.0%","2.4%","2.2%","0.1%","0.2%","0.7%","0.1%","","25,377","86.0%","8.9%","0.5%","3.4%","0.0%","3.5%","","25,377","8.3%","0.4%","1.6%","0.1%","6.2%","91.7%","78.5%","7.8%","0.1%","2.6%","0.0%","0.9%","1.7%","0.8%","0.9%","(X)","","19,169","45.7%","54.3%"
"Deerfield CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","946","426","520","81.9","81","125","8","90","60","92","174","160","33","0","73","50","0","40.5","262","710","684","620","123","123","684","323","361","89.5","123","52","71","73.2","","946","890","56","890","801","64","0","0","0","0","0","20","0","8","12","0","0","0","0","0","0","0","0","0","5","56","37","0","12","0","","946","857","101","0","32","0","12","","946","73","5","0","0","68","873","792","49","0","8","0","5","19","7","12","245","","648","310","338"
"    Percent","","946","45.0%","55.0%","(X)","8.6%","13.2%","0.8%","9.5%","6.3%","9.7%","18.4%","16.9%","3.5%","0.0%","7.7%","5.3%","0.0%","(X)","27.7%","75.1%","72.3%","65.5%","13.0%","13.0%","684","47.2%","52.8%","(X)","123","42.3%","57.7%","(X)","","946","94.1%","5.9%","94.1%","84.7%","6.8%","0.0%","0.0%","0.0%","0.0%","0.0%","2.1%","0.0%","0.8%","1.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.5%","5.9%","3.9%","0.0%","1.3%","0.0%","","946","90.6%","10.7%","0.0%","3.4%","0.0%","1.3%","","946","7.7%","0.5%","0.0%","0.0%","7.2%","92.3%","83.7%","5.2%","0.0%","0.8%","0.0%","0.5%","2.0%","0.7%","1.3%","(X)","","648","47.8%","52.2%"
"Dennis CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,368","1,132","1,236","91.6","62","34","21","50","47","160","105","240","204","139","807","314","185","67.3","158","2,234","2,210","2,201","1,405","1,306","2,210","1,071","1,139","94.0","1,306","621","685","90.7","","2,368","2,368","0","2,368","2,334","0","0","0","0","0","0","34","0","0","15","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","","2,368","2,334","0","0","34","0","0","","2,368","0","0","0","0","0","2,368","2,334","0","0","34","0","0","0","0","0","2,731","","2,195","1,071","1,124"
"    Percent","","2,368","47.8%","52.2%","(X)","2.6%","1.4%","0.9%","2.1%","2.0%","6.8%","4.4%","10.1%","8.6%","5.9%","34.1%","13.3%","7.8%","(X)","6.7%","94.3%","93.3%","92.9%","59.3%","55.2%","2,210","48.5%","51.5%","(X)","1,306","47.5%","52.5%","(X)","","2,368","100.0%","0.0%","100.0%","98.6%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.4%","0.0%","0.0%","0.6%","0.0%","0.8%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","2,368","98.6%","0.0%","0.0%","1.4%","0.0%","0.0%","","2,368","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","98.6%","0.0%","0.0%","1.4%","0.0%","0.0%","0.0%","0.0%","0.0%","(X)","","2,195","48.8%","51.2%"
"Dennis Port CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,187","1,535","1,652","92.9","257","149","97","121","137","290","324","490","247","320","447","283","25","48.8","579","2,684","2,608","2,554","967","755","2,608","1,248","1,360","91.8","755","358","397","90.2","","3,187","3,106","81","3,106","2,848","247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","81","63","0","0","0","","3,187","2,921","318","0","0","0","29","","3,187","128","0","0","0","128","3,059","2,720","247","0","0","0","11","81","18","63","5,331","","2,392","1,125","1,267"
"    Percent","","3,187","48.2%","51.8%","(X)","8.1%","4.7%","3.0%","3.8%","4.3%","9.1%","10.2%","15.4%","7.8%","10.0%","14.0%","8.9%","0.8%","(X)","18.2%","84.2%","81.8%","80.1%","30.3%","23.7%","2,608","47.9%","52.1%","(X)","755","47.4%","52.6%","(X)","","3,187","97.5%","2.5%","97.5%","89.4%","7.8%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.3%","2.5%","2.0%","0.0%","0.0%","0.0%","","3,187","91.7%","10.0%","0.0%","0.0%","0.0%","0.9%","","3,187","4.0%","0.0%","0.0%","0.0%","4.0%","96.0%","85.3%","7.8%","0.0%","0.0%","0.0%","0.3%","2.5%","0.6%","2.0%","(X)","","2,392","47.0%","53.0%"
"Devens CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,776","1,568","208","753.8","68","0","40","11","58","358","396","410","131","48","229","18","9","43.9","108","1,668","1,668","1,649","273","256","1,668","1,514","154","983.1","256","236","20","1,180.0","","1,776","1,708","68","1,708","1,254","331","31","0","21","0","0","71","11","7","0","11","0","0","42","0","0","0","0","0","21","68","0","23","35","0","","1,776","1,312","331","64","106","10","21","","1,776","213","49","105","0","59","1,563","1,113","305","31","71","0","0","43","0","43","224","","1,565","1,431","134"
"    Percent","","1,776","88.3%","11.7%","(X)","3.8%","0.0%","2.3%","0.6%","3.3%","20.2%","22.3%","23.1%","7.4%","2.7%","12.9%","1.0%","0.5%","(X)","6.1%","93.9%","93.9%","92.8%","15.4%","14.4%","1,668","90.8%","9.2%","(X)","256","92.2%","7.8%","(X)","","1,776","96.2%","3.8%","96.2%","70.6%","18.6%","1.7%","0.0%","1.2%","0.0%","0.0%","4.0%","0.6%","0.4%","0.0%","0.6%","0.0%","0.0%","2.4%","0.0%","0.0%","0.0%","0.0%","0.0%","1.2%","3.8%","0.0%","1.3%","2.0%","0.0%","","1,776","73.9%","18.6%","3.6%","6.0%","0.6%","1.2%","","1,776","12.0%","2.8%","5.9%","0.0%","3.3%","88.0%","62.7%","17.2%","1.7%","4.0%","0.0%","0.0%","2.4%","0.0%","2.4%","(X)","","1,565","91.4%","8.6%"
"Dover CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,385","1,197","1,188","100.8","68","293","134","143","146","145","298","340","190","215","234","134","45","44.4","586","1,879","1,799","1,683","513","413","1,799","879","920","95.5","413","182","231","78.8","","2,385","2,359","26","2,359","2,033","101","0","0","0","0","0","225","33","66","0","0","59","0","67","0","0","0","0","0","0","26","0","26","0","0","","2,385","2,059","101","26","225","0","0","","2,385","26","0","0","0","26","2,359","2,007","101","0","225","0","0","26","0","26","859","","1,702","823","879"
"    Percent","","2,385","50.2%","49.8%","(X)","2.9%","12.3%","5.6%","6.0%","6.1%","6.1%","12.5%","14.3%","8.0%","9.0%","9.8%","5.6%","1.9%","(X)","24.6%","78.8%","75.4%","70.6%","21.5%","17.3%","1,799","48.9%","51.1%","(X)","413","44.1%","55.9%","(X)","","2,385","98.9%","1.1%","98.9%","85.2%","4.2%","0.0%","0.0%","0.0%","0.0%","0.0%","9.4%","1.4%","2.8%","0.0%","0.0%","2.5%","0.0%","2.8%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.1%","0.0%","1.1%","0.0%","0.0%","","2,385","86.3%","4.2%","1.1%","9.4%","0.0%","0.0%","","2,385","1.1%","0.0%","0.0%","0.0%","1.1%","98.9%","84.2%","4.2%","0.0%","9.4%","0.0%","0.0%","1.1%","0.0%","1.1%","(X)","","1,702","48.4%","51.6%"
"Duxbury CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,426","652","774","84.2","16","77","104","159","69","51","0","314","129","146","215","130","16","52.6","326","1,211","1,100","1,023","464","361","1,100","487","613","79.4","361","167","194","86.1","","1,426","1,426","0","1,426","1,387","0","0","0","0","0","0","15","0","15","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","","1,426","1,387","0","0","15","0","24","","1,426","62","26","0","0","36","1,364","1,349","0","0","15","0","0","0","0","0","706","","1,089","476","613"
"    Percent","","1,426","45.7%","54.3%","(X)","1.1%","5.4%","7.3%","11.2%","4.8%","3.6%","0.0%","22.0%","9.0%","10.2%","15.1%","9.1%","1.1%","(X)","22.9%","84.9%","77.1%","71.7%","32.5%","25.3%","1,100","44.3%","55.7%","(X)","361","46.3%","53.7%","(X)","","1,426","100.0%","0.0%","100.0%","97.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.1%","0.0%","1.1%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.7%","0.0%","0.0%","0.0%","0.0%","0.0%","","1,426","97.3%","0.0%","0.0%","1.1%","0.0%","1.7%","","1,426","4.3%","1.8%","0.0%","0.0%","2.5%","95.7%","94.6%","0.0%","0.0%","1.1%","0.0%","0.0%","0.0%","0.0%","0.0%","(X)","","1,089","43.7%","56.3%"
"East Brookfield CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,167","606","561","108.0","97","65","57","30","71","176","103","182","114","80","125","38","29","41.7","241","943","926","910","223","192","926","457","469","97.4","192","103","89","115.7","","1,167","1,161","6","1,161","1,131","0","18","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","6","0","0","0","0","","1,167","1,137","0","18","0","0","18","","1,167","31","0","24","0","7","1,136","1,115","0","9","0","0","6","6","6","0","557","","926","457","469"
"    Percent","","1,167","51.9%","48.1%","(X)","8.3%","5.6%","4.9%","2.6%","6.1%","15.1%","8.8%","15.6%","9.8%","6.9%","10.7%","3.3%","2.5%","(X)","20.7%","80.8%","79.3%","78.0%","19.1%","16.5%","926","49.4%","50.6%","(X)","192","53.6%","46.4%","(X)","","1,167","99.5%","0.5%","99.5%","96.9%","0.0%","1.5%","0.0%","0.8%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.0%","0.5%","0.0%","0.0%","0.0%","0.0%","","1,167","97.4%","0.0%","1.5%","0.0%","0.0%","1.5%","","1,167","2.7%","0.0%","2.1%","0.0%","0.6%","97.3%","95.5%","0.0%","0.8%","0.0%","0.0%","0.5%","0.5%","0.5%","0.0%","(X)","","926","49.4%","50.6%"
"East Dennis CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,494","1,107","1,387","79.8","65","60","32","115","41","93","130","198","194","220","777","430","139","65.8","186","2,328","2,308","2,222","1,471","1,346","2,308","1,006","1,302","77.3","1,346","577","769","75.0","","2,494","2,494","0","2,494","2,379","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","0","0","0","0","0","","2,494","2,379","0","0","0","0","115","","2,494","115","0","0","0","115","2,379","2,379","0","0","0","0","0","0","0","0","2,408","","2,300","998","1,302"
"    Percent","","2,494","44.4%","55.6%","(X)","2.6%","2.4%","1.3%","4.6%","1.6%","3.7%","5.2%","7.9%","7.8%","8.8%","31.2%","17.2%","5.6%","(X)","7.5%","93.3%","92.5%","89.1%","59.0%","54.0%","2,308","43.6%","56.4%","(X)","1,346","42.9%","57.1%","(X)","","2,494","100.0%","0.0%","100.0%","95.4%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","4.6%","0.0%","0.0%","0.0%","0.0%","0.0%","","2,494","95.4%","0.0%","0.0%","0.0%","0.0%","4.6%","","2,494","4.6%","0.0%","0.0%","0.0%","4.6%","95.4%","95.4%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","(X)","","2,300","43.4%","56.6%"
"East Douglas CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,675","1,310","1,365","96.0","43","146","281","275","163","168","372","526","332","253","36","57","23","41.6","634","2,163","2,041","1,930","264","116","2,041","997","1,044","95.5","116","58","58","100.0","","2,675","2,464","211","2,464","2,312","0","0","0","0","0","0","129","0","0","107","0","0","0","22","0","0","0","0","0","23","211","149","62","0","0","","2,675","2,523","149","62","129","0","23","","2,675","204","0","62","23","119","2,471","2,131","0","0","129","0","0","211","0","211","1,145","","1,991","997","994"
"    Percent","","2,675","49.0%","51.0%","(X)","1.6%","5.5%","10.5%","10.3%","6.1%","6.3%","13.9%","19.7%","12.4%","9.5%","1.3%","2.1%","0.9%","(X)","23.7%","80.9%","76.3%","72.1%","9.9%","4.3%","2,041","48.8%","51.2%","(X)","116","50.0%","50.0%","(X)","","2,675","92.1%","7.9%","92.1%","86.4%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","4.8%","0.0%","0.0%","4.0%","0.0%","0.0%","0.0%","0.8%","0.0%","0.0%","0.0%","0.0%","0.0%","0.9%","7.9%","5.6%","2.3%","0.0%","0.0%","","2,675","94.3%","5.6%","2.3%","4.8%","0.0%","0.9%","","2,675","7.6%","0.0%","2.3%","0.9%","4.4%","92.4%","79.7%","0.0%","0.0%","4.8%","0.0%","0.0%","7.9%","0.0%","7.9%","(X)","","1,991","50.1%","49.9%"
"East Falmouth CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,079","2,951","3,128","94.3","259","266","305","236","357","404","781","715","528","393","1,055","590","190","51.8","962","5,191","5,117","4,944","2,059","1,835","5,117","2,447","2,670","91.6","1,835","813","1,022","79.5","","6,079","5,853","226","5,853","5,111","429","60","0","0","0","0","107","0","0","0","13","15","0","79","0","0","0","0","0","146","226","43","71","31","0","","6,079","5,317","518","192","138","0","227","","6,079","80","17","29","1","33","5,999","5,058","429","60","107","0","135","210","20","190","4,520","","5,005","2,402","2,603"
"    Percent","","6,079","48.5%","51.5%","(X)","4.3%","4.4%","5.0%","3.9%","5.9%","6.6%","12.8%","11.8%","8.7%","6.5%","17.4%","9.7%","3.1%","(X)","15.8%","85.4%","84.2%","81.3%","33.9%","30.2%","5,117","47.8%","52.2%","(X)","1,835","44.3%","55.7%","(X)","","6,079","96.3%","3.7%","96.3%","84.1%","7.1%","1.0%","0.0%","0.0%","0.0%","0.0%","1.8%","0.0%","0.0%","0.0%","0.2%","0.2%","0.0%","1.3%","0.0%","0.0%","0.0%","0.0%","0.0%","2.4%","3.7%","0.7%","1.2%","0.5%","0.0%","","6,079","87.5%","8.5%","3.2%","2.3%","0.0%","3.7%","","6,079","1.3%","0.3%","0.5%","0.0%","0.5%","98.7%","83.2%","7.1%","1.0%","1.8%","0.0%","2.2%","3.5%","0.3%","3.1%","(X)","","5,005","48.0%","52.0%"
"Easthampton Town city, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","16,051","7,690","8,361","92.0","521","677","682","953","798","2,304","2,152","2,449","1,375","1,254","1,771","713","402","44.7","2,400","13,905","13,651","13,078","3,599","2,886","13,651","6,396","7,255","88.2","2,886","1,342","1,544","86.9","","16,051","15,702","349","15,702","14,775","411","0","0","0","0","0","303","147","5","0","0","0","38","113","0","0","0","0","0","213","349","22","91","151","0","","16,051","15,097","462","93","454","0","296","","16,051","934","48","668","0","218","15,117","14,137","411","0","303","0","0","266","0","266","7,617","","13,356","6,161","7,195"
"    Percent","","16,051","47.9%","52.1%","(X)","3.2%","4.2%","4.2%","5.9%","5.0%","14.4%","13.4%","15.3%","8.6%","7.8%","11.0%","4.4%","2.5%","(X)","15.0%","86.6%","85.0%","81.5%","22.4%","18.0%","13,651","46.9%","53.1%","(X)","2,886","46.5%","53.5%","(X)","","16,051","97.8%","2.2%","97.8%","92.1%","2.6%","0.0%","0.0%","0.0%","0.0%","0.0%","1.9%","0.9%","0.0%","0.0%","0.0%","0.0%","0.2%","0.7%","0.0%","0.0%","0.0%","0.0%","0.0%","1.3%","2.2%","0.1%","0.6%","0.9%","0.0%","","16,051","94.1%","2.9%","0.6%","2.8%","0.0%","1.8%","","16,051","5.8%","0.3%","4.2%","0.0%","1.4%","94.2%","88.1%","2.6%","0.0%","1.9%","0.0%","0.0%","1.7%","0.0%","1.7%","(X)","","13,356","46.1%","53.9%"
"East Harwich CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
