0.5347127880627854,Percent of Students with High Needs
0.10770539911187063,Percent of Students who are Economically Disadvantaged
0.10147758469996188,Percent of Students who are White
0.03443878547290784,Percent of Population over 25 whose highest level of education is an Associate's Degree
0.028498502928692812,Percent of Females over 16 that are Married
0.020775163358029765,Percent of Students who are Native Hawaiian or Pacific Islander
0.014124608974604975,Percent of Females over 16 that are have Never Married
0.013957169391560005,"Percent of Multi-Racial, Non-Hispanic Students"
0.012996964411529026,Number of Students Enrolled in Grade 9
0.012953777030562537,Percent of Population with German Ancestry
