0.8749928858759557,Percent of Students who are Economically Disadvantaged
0.12500711412404425,Percent of Students who are Asian
0.0,"Percent of Employed Civilians with Production, Transportation and Material Moving Occupations"
0.0,"Percent of Employed Civilians in Arts, Entertainment and Recreation or Accomodation and Food Services Industry"
0.0,Percent of Population with a West Indian Ancestry
0.0,Number of Students Enrolled in Grade 9
0.0,Number of Students Enrolled in Grade 10
0.0,Percent of Housing Units with an Occupant per Room Ratio above 1.51
0.0,Percent of Population with Slovakian Ancestry
0.0,Percent of Females over 16 that are Seperated
