0.4821317593625981,Percent of Students who are Economically Disadvantaged
0.1712774263621637,Percent of Population with Italian Ancestry
0.08244242109840862,Percent of Students with High Needs
0.05980183988756969,Percent of Students with Disabilities
0.05952616448193851,Average Class Size
0.05497049791556554,Number of Students Enrolled in PK
0.027937718823588177,Number of Students Enrolled in Grade 1
0.01705540597738492,Percent of Students who are White
0.01653846664640774,Percent of Population Aged between 55 and 59 years
0.014055335715707983,Percent of Students who are Native American
