0.5877987068854639,Percent of Students who are Economically Disadvantaged
0.11808299347654953,Percent of Males over 16 that are Divorced
0.08705054104351136,Percent of Population with Scotch-Irish Ancestry
0.06652878236258392,Percent of Population Aged between 35 and 44 years
0.03957790840498797,"Percent of Multi-Racial, Non-Hispanic Students"
0.03220608180777799,Percent of Students with High Needs
0.02609220934585313,Percent of Males over 16 that are Widowed
0.022527443752877838,Number of Students Enrolled in Grade 6
0.020135332920394426,School Accountability and Assistance Level
0.0,"Percent of Employed Civilians with Production, Transportation and Material Moving Occupations"
