0.5223646157430484,Percent of Students who are Economically Disadvantaged
0.25008540806281393,Percent of students who are Male
0.09429787986322066,Percent of Students with Disabilities
0.025212733855576708,Percent of Student whose First Language is Not English
0.024688391973031753,Percent of Population Aged between 5 and 9 years
0.023311085298538026,Percent of Employed Civilians in the Construction Industry
0.012046326416966222,Percent of Males over 16 that are Divorced
0.009955625939836203,Percent of Students who are Asian
0.007876537009507337,Percent of Population with Slovakian Ancestry
0.006363716064013619,Percent of Population with Norwegian Ancestry
