0.5743820691910155,Percent of Students who are Economically Disadvantaged
0.03617574964641084,Percent of Students who are African American
0.03589508832797702,School Accountability and Assistance Level
0.03011714861982256,School Accountability and Assistance Level
0.027431252324833892,Percent of Students with High Needs
0.013825817305596,Percent of Students who are Hispanic
0.012526768096707658,Percent of Population Aged between 35 and 44 years
0.012497244027567304,Percent of Students with Disabilities
0.009748238028334398,"Percent of Employed Civilians in Arts, Entertainment and Recreation or Accomodation and Food Services Industry"
0.009413767678259435,Percent of Students who are English Language Learners
