0.4689768604746434,Percent of Students with High Needs
0.12333465427106162,Percent of Students who are White
0.08884277762560762,Percent of Students who are Economically Disadvantaged
0.06158681338241903,Percent of Students who are Asian
0.027838588164232805,Percent of Students who are Hispanic
0.015443864238356404,"Percent of Multi-Racial, Non-Hispanic Students"
0.007591414469595548,Percent of students who are Male
0.007505118995183189,Percent of Population over 25 whose highest level of education is an Associate's Degree
0.006330372190034354,School Code
0.006155985700378748,Total Number of Students Enrolled
