0.36467873299205633,Percent of Students with High Needs
0.24506322227126331,Percent of Students who are Economically Disadvantaged
0.09248478612311657,Percent of Students who are Hispanic
0.05693843958747964,Percent of Students who are Asian
0.012362288540422109,Percent of Students who are White
0.011527500304773565,Percent of students who are Male
0.00923809398663531,"Percent of Multi-Racial, Non-Hispanic Students"
0.009050022655268457,Percent of Students with Disabilities
0.007204578198135256,Percent of Population over 25 whose highest level of education is an Associate's Degree
0.004858139943961495,Average Salary
