0.4666155808170853,Percent of students who are Male
0.0804194515405009,Percent of Students with High Needs
0.08031526701341686,Percent of Students who are Economically Disadvantaged
0.0664576417986562,Average Class Size
0.045186606769769,Number of Students Enrolled in Grade 10
0.038774653638471296,Percent of Students with Disabilities
0.015416056099131811,Number of Students Enrolled in Grade 6
0.011145556173671486,Number of Students Enrolled in Grade 12
0.009814191746163653,School Code
0.0067424912541039625,Percent of Students who are Asian
