0.38473014799569927,Percent of Students with High Needs
0.2087805063793213,Percent of Students who are Economically Disadvantaged
0.10154854133459848,Percent of Students who are Asian
0.05217144800715641,Percent of Students who are Hispanic
0.04362713486884269,Percent of Students who are White
0.01791932197491469,Percent of students who are Male
0.009088670435471473,Percent of Population over 25 whose highest level of education is an Associate's Degree
0.006288237824284975,Average Salary
0.006014002390942127,Number of Students Enrolled in Grade 9
0.005430537331271006,Average Expenditures per Pupil
