0.498899013727765,Percent of students who are Male
0.10087036928749324,Percent of Students who are Economically Disadvantaged
0.06307358984404336,Percent of Students with High Needs
0.06098393800344857,Average Class Size
0.031281379685283314,Number of Students Enrolled in Grade 10
0.023230260402028708,Percent of Students with Disabilities
0.012951105292647749,Number of Students Enrolled in Grade 12
0.0121691010657285,Number of Students Enrolled in Grade 6
0.009183471946590315,Number of Students Enrolled in Grade 9
0.00850003833091048,Percent of Students who are Asian
