0.4240135152480088,Percent of Students with High Needs
0.11817767880193901,Percent of Students who are Economically Disadvantaged
0.11757025545207664,Percent of Students who are White
0.0677386761320113,Percent of Students who are Asian
0.03200419988165975,Percent of Students who are Hispanic
0.015499315473903236,"Percent of Multi-Racial, Non-Hispanic Students"
0.008630646061025102,Total Number of Students Enrolled
0.007733545566874173,Percent of Student whose First Language is Not English
0.007486732304559586,Percent of students who are Male
0.006552249865046477,Percent of Students with Disabilities
