0.25932670634553523,Percent of Students with High Needs
0.2429283874555178,Average Class Size
0.09398575889470338,Percent of Students who are Economically Disadvantaged
0.041726213504238475,Percent of students who are Male
0.041114184846789206,School Accountability and Assistance Level
0.023385237470791843,Percent of Students with Disabilities
0.022343807396032776,School Accountability and Assistance Level
0.018432988069888787,Percent of Students who are Hispanic
0.014034357465815528,Average Salary
0.011330574933088951,Percent of Students who are Asian
