0.5020185457963469,Percent of Students who are Economically Disadvantaged
0.0698637809396415,Percent of Students with High Needs
0.06075960979967002,Percent of Students who are Hispanic
0.03793177633702724,Percent of Females over 16 that are Married
0.019386629554154253,Percent of Households that consist of a Male with no Wife Present and Children Aged Under 18
0.018617207537978343,Percent of Students with Disabilities
0.015977328522396538,School Accountability and Assistance Level
0.014457093867398064,Percent of students who are Male
0.013878119512762513,Percent of Students who are African American
0.013381532583531627,Average Class Size
