0.37536794315387906,Percent of Students with High Needs
0.16583325155147244,Total Number of Students Enrolled
0.07957697979809342,Number of Students Enrolled in Grade 10
0.07889063807708117,Percent of Students who are Economically Disadvantaged
0.0783287311315545,Number of Students Enrolled in Grade 12
0.02420120658638329,Number of Students Enrolled in Grade 11
0.009625803190282636,Percent of Students who are Hispanic
0.007677238396201481,Percent of Students who are White
0.0075746240516888,Average Class Size
0.0069933782843959015,Percent of students who are Male
