0.336689992836239,Percent of Students with High Needs
0.16458928025289812,Percent of Students who are Economically Disadvantaged
0.1358564563927295,Percent of Students with Disabilities
0.08307095051037088,Total Number of Students Enrolled
0.062600472630701,Average Class Size
0.031180839901297962,Percent of students who are Male
0.02947200950617342,District Accountability and Assistance Level
0.018148618005773394,Number of Students Enrolled in Grade 8
0.008591245647804488,Percent of Student whose First Language is Not English
0.006374045574632918,Percent of Students who are African American
