0.458797864182445,Percent of Students with High Needs
0.12973527229358695,Percent of Students who are White
0.08266604211012481,Percent of Students who are Economically Disadvantaged
0.06787684575659723,Percent of Students who are Asian
0.027072948893439336,Percent of Students who are Hispanic
0.019867327079098003,"Percent of Multi-Racial, Non-Hispanic Students"
0.008818887201603108,Percent of students who are Male
0.007072219234492236,Total Number of Students Enrolled
0.005862735526071263,Percent of Population over 25 whose highest level of education is an Associate's Degree
0.005116617366881723,Percent of Males over 16 that are Divorced
