0.38705070603628716,Percent of Students with High Needs
0.21545456634101437,Percent of Students who are Economically Disadvantaged
0.08676489792294209,Percent of Students who are Asian
0.052971580438799355,Percent of Students who are Hispanic
0.03663949031955092,Percent of Students who are White
0.01457739012592761,School Code
0.013337090601555903,Percent of students who are Male
0.011813215494319924,Average Salary
0.009135935051085124,Percent of Students with Disabilities
0.008811377146382571,Percent of Population over 25 whose highest level of education is an Associate's Degree
