0.39848625441379726,Percent of Students with High Needs
0.32294263195739004,Percent of Students who are Economically Disadvantaged
0.049794715624485536,Percent of students who are Male
0.03050982025308204,Average Class Size
0.012284738859466555,Number of Students Enrolled in Grade 11
0.010489940158310436,Percent of Students with Disabilities
0.010254251651419924,Percent of Students who are Asian
0.009140464033126645,School Accountability and Assistance Level
0.0076219883288425275,Number of Students Enrolled in Grade 12
0.005315555024199153,Number of Students Enrolled in Grade 9
