0.470778451650513,Percent of Students who are Economically Disadvantaged,,,,,,,
0.036079337709593,Percent of Males over 16 that are Married,,,,,,,
0.030522240188255,Number of Students Enrolled in Grade 6,,,,,,,
0.01947891349956,Percent of Multi-Racial Non-Hispanic Students,,,,,,,
0.019021742925856,Percent of Population Aged between 35 and 44 years,,,,,,,
0.018871451531582,Percent of Students with Disabilities,,,,,,,0.470778451650513
0.017720582161882,Percent of students who are Male,,,,,,,
0.014911800204393,Percent of Students with High Needs,,,,,,,
0.012955934211875,Average Class Size,,,,,,,
0.012550938378534,Number of Students Enrolled in PK,,,,,,,
