0.5110482197043414,Percent of students who are Male
0.09851073038624573,Percent of Students who are Economically Disadvantaged
0.06459162737870484,Percent of Students with High Needs
0.05902953058145376,Average Class Size
0.02923391006222643,Number of Students Enrolled in Grade 10
0.016419191854041986,Percent of Students with Disabilities
0.013531781269881029,Number of Students Enrolled in Grade 6
0.008979191687137024,Percent of Students who are Asian
0.007829336240182163,Number of Students Enrolled in Grade 9
0.006778909870576926,Total Number of Students Enrolled
