0.5481156378102706,Percent of Students who are Economically Disadvantaged
0.11840350771986756,Percent of Students with High Needs
0.05185317907311123,Percent of Students who are Asian
0.013554962500280114,Percent of Students who are Hispanic
0.009797632460758366,Number of Students Enrolled in Grade 12
0.009260517760128881,Average Salary
0.008098449551174836,Number of Students Enrolled in Grade 11
0.007896339054426185,Percent of Students who are White
0.007562603966941204,Percent of Students who are African American
0.006859099635746829,Total Number of Students Enrolled
