0.47542251615416103,Percent of Students who are Economically Disadvantaged
0.09032520714534883,Percent of Students with Disabilities
0.06086765727464577,Percent of students who are Male
0.04431506589352698,Percent of Students with High Needs
0.02710801791313137,Average Class Size
0.014434427707081884,Total Number of Students Enrolled
0.0133309847266101,Percent of Student whose First Language is Not English
0.012880027103554306,Percent of Households with a Broadband Internet Subscription
0.010870329653409687,Percent of Population that is Foreign Born and not a US Citizen
0.010727587003035857,Average Salary
