0.577877859539506,Percent of Students who are Economically Disadvantaged
0.03982851842516071,Percent of Students with High Needs
0.03106779273177041,Percent of Students who are Hispanic
0.025042067226300122,Percent of Students with Disabilities
0.022565342199587658,Percent of Females over 16 that are Married
0.017314007710299683,School Accountability and Assistance Level
0.014679840637500519,Average Class Size
0.013147752347919917,Percent of Males over 16 that are Married
0.01230133387045449,Percent of students who are Male
0.012124165034344672,Number of Students Enrolled in Grade 4
