0.4438349656512351,Percent of Students who are Economically Disadvantaged
0.10840413573613342,Percent of Students with Disabilities
0.05057517916354127,Percent of students who are Male
0.048677183386771405,Percent of Students with High Needs
0.024496763056981764,Average Class Size
0.024163814892361465,Percent of Students who are Asian
0.01736756910463127,District Accountability and Assistance Level
0.016075201254112582,Percent of Students who are African American
0.01526268685932094,Total Number of Students Enrolled
0.014495715868899632,Number of Students Enrolled in Grade 8
